project,download_count
json-merge-patch,2472790
diffusers,2472488
pyreadline3,2461816
mypy-boto3-glue,2455774
eth-rlp,2452218
teradatasql,2450259
fakeredis,2448889
mypy-boto3-lambda,2448727
django-environ,2443578
sseclient-py,2439009
scapy,2438040
inject,2421663
kazoo,2419504
ffmpy,2411187
graphframes,2408784
nox,2408470
databricks-api,2406545
markdown2,2402031
peewee,2399561
tensorboardx,2379118
pyramid-debugtoolbar,2376885
pypiwin32,2374321
flask-openid,2365352
click-option-group,2365262
pyinstaller-hooks-contrib,2356925
pyproject-metadata,2348001
atlassian-python-api,2345411
opencv-contrib-python,2343603
singledispatch,2335599
bidict,2330681
pyramid-mako,2328398
backports-tempfile,2328337
pylev,2318856
pytesseract,2317925
altgraph,2312373
geomet,2308867
pyramid-jinja2,2308426
pyphen,2306987
optuna,2305670
python-socketio,2298609
google-cloud-dataflow-client,2298245
pycocotools,2297712
thrift-sasl,2297607
injector,2290855
deltalake,2290404
pyinstaller,2284198
opentelemetry-instrumentation-flask,2280353
munch,2263929
pyusb,2259099
azure-ai-ml,2258050
minio,2253725
json-cfg,2252258
paho-mqtt,2241798
allure-python-commons,2240341
typer-cli,2238331
python-engineio,2237617
pywinauto,2237434
parliament,2237419
djangorestframework-simplejwt,2237310
editdistance,2231524
sgmllib3k,2226608
eth-hash,2223316
opentelemetry-instrumentation-dbapi,2222956
strip-hints,2221882
py-partiql-parser,2219680
schedule,2211222
python-snappy,2210524
descartes,2208584
pyxlsb,2208487
fluent-logger,2204241
moreorless,2201827
catboost,2191921
typer-slim,2190471
hatch-fancy-pypi-readme,2186607
flaky,2182432
prophet,2178889
yt-dlp,2175349
azureml-dataprep-rslex,2174817
azure-eventgrid,2171906
influxdb,2170312
types-six,2170064
cfn-flip,2168822
pep8-naming,2168708
geojson,2157025
apache-airflow-providers-postgres,2134466
arviz,2123776
bitstring,2122421
posthog,2122158
beartype,2122115
google-apitools,2116142
jsonschema-path,2110925
coreapi,2109556
palettable,2109342
polling,2107131
drf-yasg,2102650
google-cloud-batch,2097727
hexbytes,2094010
itypes,2092785
clickhouse-driver,2089878
concurrent-log-handler,2084725
pytest-benchmark,2083180
cssutils,2080463
trailrunner,2076527
array-record,2074577
zict,2072522
docker-compose,2071327
redis-py-cluster,2069718
readchar,2067755
jwcrypto,2065978
audioread,2063694
timezonefinder,2061781
pynamodb,2056704
face,2050847
questionary,2048941
mypy-boto3-cloudformation,2041301
stdlibs,2040932
av,2040266
usort,2040216
pyright,2039703
dictdiffer,2038395
glom,2034957
drf-spectacular,2034611
pytest-messenger,2033832
pygit2,2029132
sacrebleu,2028701
py-spy,2027043
dbt-postgres,2026661
pytest-base-url,2022712
tablib,2020810
google-cloud-pubsublite,2018236
ufmt,2017137
opentelemetry-instrumentation-urllib3,2011693
colorful,2005711
pipdeptree,2003197
myst-parser,2002728
smbprotocol,2002565
python-crontab,2001481
sacremoses,2000109
uritools,1992942
num2words,1991705
aiohttp-cors,1985186
multipledispatch,1979258
django-timezone-field,1978260
mypy-boto3-ec2,1976458
cleanco,1968657
filterpy,1968407
virtualenv-clone,1967753
sphinx-autodoc-typehints,1967240
pymupdfb,1962987
multi-key-dict,1960463
ffmpeg-python,1959483
python-nvd3,1950218
azure-storage-nspkg,1937962
koalas,1937944
aioboto3,1936682
o365,1926926
pystan,1924220
tld,1923175
pystache,1920400
flask-migrate,1919774
mysql-connector,1903484
html2text,1898071
ansible-lint,1896690
neo4j,1892488
eth-account,1888076
autoflake,1885982
salesforce-bulk,1885708
flask-restful,1883612
locust,1880906
rtree,1877863
types-cachetools,1875636
json-log-formatter,1874444
lit,1872594
opentelemetry-instrumentation-urllib,1871553
packageurl-python,1870889
click-default-group,1868210
ec2-metadata,1867648
eth-utils,1867410
tfds-nightly,1863551
python-pptx,1860032
sql-metadata,1859305
kubernetes-asyncio,1859194
python3-saml,1858729
allure-pytest,1855237
mutagen,1854881
signalfx,1854445
pex,1852855
supervisor,1851682
open-clip-torch,1851193
sqlfluff,1849807
pyzstd,1849792
pygsheets,1845502
pytest-sugar,1844423
pprintpp,1831977
thop,1830743
appium-python-client,1829367
gviz-api,1825534
imageio-ffmpeg,1818132
azure,1815673
opentelemetry-instrumentation-django,1815374
tensorboard-plugin-profile,1811927
ephem,1795937
nvidia-ml-py,1793470
weasyprint,1793151
dunamai,1792073
opentelemetry-instrumentation-psycopg2,1791301
iopath,1787144
pynvml,1783697
bitsandbytes,1783641
pygeohash,1781627
behave,1778430
ifaddr,1778095
singer-sdk,1774796
aws-cdk-lib,1772295
wget,1770186
plac,1770042
s3path,1768624
cerberus-python-client,1767344
logging-azure-rest,1767004
hjson,1759453
albumentations,1759344
dominate,1758878
google-cloud-recommendations-ai,1756819
deepmerge,1750504
ansible-compat,1749266
python-telegram-bot,1748978
eth-typing,1748850
fake-useragent,1748123
cohere,1747233
url-normalize,1745018
cassandra-driver,1741506
olefile,1739705
colour,1739537
cyclonedx-python-lib,1737290
azureml-dataset-runtime,1736992
subprocess-tee,1735255
nvidia-cuda-cupti-cu11,1734454
weaviate-client,1733108
python-rapidjson,1730192
nvidia-nccl-cu11,1727686
pytimeparse2,1725626
pyhamcrest,1723951
azure-mgmt-subscription,1719431
boolean-py,1716565
langchain-openai,1715271
nvidia-cufft-cu11,1713857
scikit-build-core,1713489
azure-monitor-opentelemetry-exporter,1712114
license-expression,1710310
nvidia-cusparse-cu11,1709128
pyqt5,1707831
web3,1707411
wordcloud,1705562
nvidia-cusolver-cu11,1703732
kornia,1703586
clickhouse-connect,1702065
yfinance,1699714
motor,1696143
resampy,1693040
environs,1692015
boxsdk,1691240
trimesh,1688196
pymemcache,1685337
nvidia-curand-cu11,1684290
flask-restx,1682916
requests-sigv4,1681452
pyaes,1676994
mypy-boto3-sts,1676899
nvidia-nvtx-cu11,1674741
pdpyras,1666415
meson,1666083
dj-database-url,1663480
category-encoders,1662535
pyfakefs,1660628
construct,1659866
dbutils,1659811
jq,1656396
webargs,1655187
requests-futures,1650986
django-model-utils,1650093
osqp,1647687
scrapy,1647602
tableauhyperapi,1645086
pytest-instafail,1643646
checksumdir,1641137
django-celery-beat,1640665
pytest-custom-exit-code,1640199
sqlalchemy-spanner,1639912
rq,1637225
google-cloud-run,1636419
parsimonious,1635597
pyppeteer,1635054
clu,1633351
jproperties,1628848
iterative-telemetry,1627264
azure-storage,1625795
eth-abi,1625209
boa-str,1620645
types-paramiko,1618405
types-docutils,1617009
eth-keys,1615805
peft,1610365
dropbox,1601888
rlp,1600810
pyglove,1600200
eth-keyfile,1599053
coreschema,1595457
google-cloud-storage-transfer,1594834
simple-websocket,1587795
snowflake-snowpark-python,1585872
dohq-artifactory,1584971
markdownify,1582122
opencensus-ext-requests,1580775
azureml-telemetry,1579134
pyformance,1579124
flashtext,1577287
testfixtures,1577104
cheroot,1575661
dm-env,1573403
mixpanel,1572762
install,1572113
raven,1571785
papermill,1568529
haversine,1566277
ws4py,1565338
imagehash,1565325
python-arango,1563493
mercantile,1563406
aws-cdk-asset-awscli-v1,1562819
opentelemetry-instrumentation-logging,1562412
pycairo,1559703
py7zr,1559217
eventlet,1557884
pyqt5-sip,1557220
python-ldap,1556552
htmlmin,1556502
mongomock,1551794
pandasql,1550073
pdf2image,1549276
node-semver,1547807
gdown,1543554
click-log,1543544
cbor2,1542598
pylint-plugin-utils,1540986
pyppmd,1539334
pamqp,1538751
pikepdf,1536902
azure-search-documents,1535825
parsel,1534902
safety,1534299
azure-mgmt-appcontainers,1529399
setuptools-git,1527365
yacs,1526355
pybcj,1522203
stanio,1517012
objsize,1516580
rx,1516023
seqio,1515732
j2cli,1513320
pdfkit,1512808
multivolumefile,1512316
pulsar-client,1509931
pefile,1507912
memory-profiler,1507728
sasl,1507371
grpc-interceptor,1504239
requests-cache,1503341
torchsde,1500984
dparse,1498850
paginate,1498557
hatch,1498381
fixedint,1497818
evidently,1497592
click-help-colors,1497395
pywinpty,1494709
pycurl,1494529
rlax,1490209
django-appconf,1485154
azureml-contrib-services,1479510
timeout-decorator,1479418
lunarcalendar,1473936
anytree,1473435
funcy,1471672
poetry-dynamic-versioning,1470956
python-stdnum,1466731
sphinx-copybutton,1465466
pyandoc,1465285
sudachipy,1465095
azure-mgmt-notificationhubs,1464992
robotframework-pythonlibcore,1460922
zigpy,1459691
verboselogs,1459086
azure-servicefabric,1459083
dockerpty,1455953
opentelemetry-distro,1455739
uwsgi,1453824
pygame,1450913
lmdb,1449317
fastprogress,1447738
robotframework-requests,1447674
jwt,1445049
mbstrdecoder,1443706
pympler,1443639
testcontainers,1443101
testpath,1442979
py-serializable,1441891
yamale,1440808
requests-unixsocket,1438141
trampoline,1436893
bump2version,1436176
txaio,1434257
jsonschema-spec,1431735
smartsheet-python-sdk,1431549
tweepy,1430766
curlify,1429827
pyfiglet,1429308
onnxruntime-gpu,1427801
python-crfsuite,1427203
types-mock,1426920
fastcore,1425532
requests-auth-aws-sigv4,1423667
path,1422132
queuelib,1419168
typepy,1417569
azure-mgmt-logic,1416416
pycomposefile,1415988
braceexpand,1411032
pytest-playwright,1411021
pyqt5-qt5,1407557
ortools,1404257
azureml-designer-serving,1401711
cachy,1394811
pytest-check,1392729
zc-lockfile,1392083
cmd2,1389324
pydispatcher,1388832
chroma-hnswlib,1388793
aws-cdk-asset-kubectl-v20,1386154
launchdarkly-eventsource,1385100
zopfli,1383709
acryl-datahub,1383613
azure-monitor-query,1383066
xformers,1378211
azure-mgmt,1371453
stone,1370115
immutables,1369827
flatten-json,1368854
asyncssh,1360107
unidiff,1357347
django-stubs,1356726
azure-mgmt-scheduler,1356702
azure-mgmt-commerce,1354713
autograd,1354182
boto3-type-annotations,1353070
azure-mgmt-powerbiembedded,1350902
httmock,1349066
azure-mgmt-hanaonazure,1348884
pydyf,1348835
azure-mgmt-managementpartner,1347037
azure-mgmt-machinelearningcompute,1346582
azure-servicemanagement-legacy,1345911
jaconv,1345697
sphinx-design,1344033
property-manager,1342631
facebook-business,1340437
apache-sedona,1338726
litestar,1335549
clikit,1335510
xmlsec,1333606
svgwrite,1333435
newrelic-telemetry-sdk,1329353
channels,1329177
idna-ssl,1328935
django-stubs-ext,1328434
pytest-ordering,1325409
pure-sasl,1324966
odfpy,1321909
webdataset,1320539
django-celery-results,1319646
c7n,1318324
fasttext-wheel,1316990
azure-mgmt-devspaces,1316883
artifacts-keyring,1316522
kwonly-args,1315532
visions,1313428
types-pillow,1312733
chromadb,1306149
opentracing,1305080
s3cmd,1304553
azure-applicationinsights,1301943
types-cryptography,1299689
selenium-wire,1298250
onnxconverter-common,1297718
rustworkx,1296342
sounddevice,1296170
pylint-django,1294706
azureml-mlflow,1293364
pypdfium2,1293331
types-tabulate,1291019
gprof2dot,1290423
dependency-injector,1288899
gitdb2,1288331
polib,1287656
asana,1287086
pathtools,1285654
vcrpy,1284391
fpdf,1279432
cairosvg,1275019
griffe,1272864
opentelemetry-instrumentation-grpc,1270462
pytest-bdd,1268377
django-crispy-forms,1267348
yaspin,1265211
find-libpython,1263788
pyvirtualdisplay,1262813
aiokafka,1260563
dbt-bigquery,1259055
pygobject,1258534
django-simple-history,1258097
sshpubkeys,1257006
mkdocstrings-python,1255146
priority,1253446
inflate64,1253045
cliff,1252544
itemadapter,1252417
tensorflow-intel,1251154
jinja2-time,1251129
sentinels,1249876
aioredis,1249103
sqlmodel,1248994
cairocffi,1248584
inquirer,1247739
databricks,1247168
cartoframes,1246895
carto,1245143
python-bidi,1241101
pyrestcli,1237625
influxdb-client,1235460
pinecone-client,1235199
opentelemetry-instrumentation-sqlalchemy,1234214
dicttoxml,1231255
opentelemetry-instrumentation-botocore,1230092
azure-monitor-opentelemetry,1228326
aio-pika,1228075
sqlalchemy2-stubs,1227740
cloud-sql-python-connector,1224867
social-auth-core,1223198
ansi2html,1221245
blessings,1217676
blobfile,1216734
protego,1216244
django-import-export,1215663
aiormq,1213934
premailer,1212703
django-ipware,1211166
mypy-boto3-athena,1209525
flake8-polyfill,1206153
pulp,1204931
aws-encryption-sdk,1204481
opencensus-ext-threading,1203832
mongoengine,1202575
proglog,1199749
pydevd,1198504
thefuzz,1197533
apache-airflow-providers-microsoft-mssql,1196356
notifiers,1195337
fpdf2,1192998
aioresponses,1192912
flake8-comprehensions,1191171
opentelemetry-sdk-extension-aws,1189991
flake8-isort,1187716
shareplum,1185990
multitasking,1185515
mediapipe,1185087
xarray-einstats,1184726
unstructured,1182992
autobahn,1177217
exchangelib,1172915
jsonmerge,1172893
fasttext,1172714
django-phonenumber-field,1172415
sudachidict-core,1171602
itemloaders,1169747
sqlparams,1166810
simpleeval,1166527
daphne,1166364
mltable,1163673
jsonpath-rw,1160596
aws-sam-cli,1159913
dnslib,1159701
gspread-dataframe,1157458
linecache2,1156508
tritonclient,1156046
branca,1154972
requirements-parser,1154803
opentelemetry-propagator-aws-xray,1153223
glob2,1152555
django-js-asset,1152095
azureml-pipeline-core,1152010
aws-cdk-asset-node-proxy-agent-v6,1151221
pydantic-extra-types,1148842
pytest-json-report,1147365
azureml-train-core,1147028
numpy-financial,1146842
annoy,1146773
maturin,1146655
anthropic,1145710
hdbcli,1145624
pyinstrument,1144475
rollbar,1142353
arabic-reshaper,1141894
orbax,1140590
ydata-profiling,1134560
llama-index,1133639
traceback2,1132748
pykwalify,1132594
typish,1132515
pynndescent,1132045
tensorflow-addons,1131613
pyspark-dist-explore,1130314
roundrobin,1129290
autopage,1128298
flask-compress,1120803
crccheck,1120349
dockerfile-parse,1120285
skl2onnx,1120179
python-lsp-jsonrpc,1118552
htmldate,1118527
phik,1116204
importlab,1113349
langchain-google-vertexai,1113168
tensorflow-gcs-config,1112861
watchgod,1112266
mypy-boto3-iam,1111949
reactivex,1111397
types-deprecated,1108251
subprocess32,1108175
country-converter,1105337
opencensus-ext-postgresql,1103806
azure-core-tracing-opentelemetry,1103761
requests-html,1103683
zeroconf,1103222
optimum,1100780
azureml-train-restclients-hyperdrive,1099210
tlparse,1098536
rouge-score,1096766
googlemaps,1096458
hubspot-api-client,1095849
js2py,1093585
prefect-aws,1092527
github3-py,1091556
anyascii,1090647
opencensus-ext-httplib,1090333
dbl-tempo,1089658
dash-bootstrap-components,1088472
grpclib,1085858
pep8,1085369
pulumi,1085350
ml-collections,1085235
prance,1084739
ntlm-auth,1079126
apache-airflow-providers-fab,1078011
tables,1074952
expandvars,1074944
pint,1074901
python-can,1070802
azureml-automl-core,1067575
syrupy,1066346
psycopg-pool,1063606
facexlib,1063185
flask-admin,1061588
bitstruct,1061147
azureml-train-automl-client,1060674
folium,1060320
notion-client,1059703
soxr,1058729
apache-airflow-providers-sftp,1057107
base58,1055659
intelhex,1054953
pyhanko,1053675
opentelemetry-instrumentation-aiohttp-client,1052786
aiomultiprocess,1051944
enrich,1051736
memoization,1051583
python-hcl2,1051068
json-delta,1043903
c7n-org,1043572
unearth,1043493
aws-cdk-aws-lambda-python-alpha,1041544
bc-detect-secrets,1041446
pyzipper,1040151
azureml-pipeline-steps,1039822
checkdigit,1038448
mypy-boto3-kinesis,1038327
meson-python,1037829
pytest-random-order,1037308
pyluach,1036340
atpublic,1034889
azureml-pipeline,1034451
cyksuid,1033645
wmi,1033080
bashlex,1032535
opentelemetry-resource-detector-azure,1030706
cmaes,1028654
modin,1028008
icdiff,1026085
chispa,1025804
dogpile-cache,1025200
oyaml,1025074
shtab,1023358
conan,1023105
azureml-inference-server-http,1022501
tempora,1022009
databricks-connect,1021114
social-auth-app-django,1021003
troposphere,1020515
bottleneck,1019803
truststore,1019723
cvxpy,1019699
opentelemetry-instrumentation-redis,1019102
prefect,1018762
types-pygments,1016494
rfc3987,1014379
click-spinner,1013706
types-simplejson,1011176
jsons,1010889
cloudflare,1009773
mkdocstrings,1009566
elastic-apm,1008627
ecos,1008477
igraph,1005250
livereload,1001819
cherrypy,999931
svglib,999507
pdfplumber,999181
pyquaternion,998703
lark-parser,998110
zstd,998076
scs,997695
shellescape,996819
azureml-sdk,993434
dagster,993273
dataproperty,992386
tensorflowonspark,992326
hypercorn,990883
piexif,989903
astropy,989155
qdldl,988471
ecs-logging,986140
inference-schema,984936
tensorflow-cpu,984281
textblob,983912
soda-core,982627
molecule,979951
strict-rfc3339,979227
textual,977652
caio,977143
simplegeneric,975702
pysimdjson,975134
gpustat,974605
pywinrm,973113
auth0-python,970450
python-graphql-client,969409
avro-gen3,969026
teradatasqlalchemy,968810
smmap2,966211
mypy-boto3-ecr,964630
aws-lambda-builders,962530
pytest-subtests,962157
google-reauth,962013
multipart,961411
mypy-boto3-stepfunctions,961353
dotnetcore2,959500
jaraco-text,959379
aliyun-python-sdk-kms,959123
ghapi,958954
bc-python-hcl2,958281
geoalchemy2,957762
portend,956453
opsgenie-sdk,956311
presto-python-client,954661
types-certifi,953750
umap-learn,952840
tensorflow-model-optimization,951897
dateformat,951307
unittest2,950680
colorclass,949096
tdqm,948106
peppercorn,947524
semgrep,947460
html-testrunner,945926
pyclipper,945142
jaraco-collections,944564
xhtml2pdf,943538
spdx-tools,942986
types-psycopg2,941288
mkdocs-autorefs,936729
datamodel-code-generator,936556
htpasswd,935597
policy-sentry,934383
retry2,934025
google-cloud-discoveryengine,932616
tabledata,931031
dbt-spark,929519
y-py,929176
pytablewriter,927350
jieba,927200
rope,926704
graphlib-backport,925332
pytest-dotenv,923970
aiofile,923957
collections-extended,923949
poethepoet,923840
pysmb,923114
azureml-defaults,922625
flake8-black,922133
pymisp,920988
tfx-bsl,920909
autocommand,920618
icalendar,920252
sphinxcontrib-mermaid,920040
pycep-parser,917993
cloudsplaining,917910
contextvars,916877
moviepy,916596
keystoneauth1,914752
pytest-socket,913913
genson,913847
jupyter-ydoc,913759
zthreading,913085
furo,908927
prometheus-api-client,908874
backports-cached-property,908751
jenkinsapi,908731
flask-socketio,907506
